Day,Date,Time,DateTime,Destination,Delay,Canceled
Friday,2016/4/8,16:59:00,2016/4/8 16:59,Schaarbeek / Schaerbeek,2,No
Friday,2016/4/8,17:00:00,2016/4/8 17:00,Namur,1,No
Friday,2016/4/8,17:06:00,2016/4/8 17:06,Ottignies,3,No
Friday,2016/4/8,17:21:00,2016/4/8 17:21,Liege-Palais,8,No
Friday,2016/4/8,17:26:00,2016/4/8 17:26,Schaarbeek / Schaerbeek,2,No
Friday,2016/4/8,17:28:00,2016/4/8 17:28,Braine-L Alleud,2,No
Friday,2016/4/8,17:36:00,2016/4/8 17:36,Aalst,1,No
Friday,2016/4/8,17:40:00,2016/4/8 17:40,Brussel-Zuid / Bruxelles-Midi,1,No
Friday,2016/4/8,17:51:00,2016/4/8 17:51,Arlon,1,No
Friday,2016/4/8,17:55:00,2016/4/8 17:55,Brussel-Zuid / Bruxelles-Midi,1,No
Friday,2016/4/8,17:59:00,2016/4/8 17:59,Schaarbeek / Schaerbeek,2,No
Friday,2016/4/8,18:06:00,2016/4/8 18:06,Ottignies,1,No
Friday,2016/4/8,18:21:00,2016/4/8 18:21,Liege-Palais,1,No
Friday,2016/4/8,18:26:00,2016/4/8 18:26,Schaarbeek / Schaerbeek,1,No
Friday,2016/4/8,18:51:00,2016/4/8 18:51,Arlon,1,No
Friday,2016/4/8,21:26:00,2016/4/8 21:26,Schaarbeek / Schaerbeek,1,No
Saturday,2016/4/9,7:21:00,2016/4/9 7:21,Dinant,9,No
Saturday,2016/4/9,7:55:00,2016/4/9 7:55,Brussel-Zuid / Bruxelles-Midi,1,No
Saturday,2016/4/9,8:51:00,2016/4/9 8:51,Arlon,5,No
Saturday,2016/4/9,12:09:00,2016/4/9 12:09,Brussel-Zuid / Bruxelles-Midi,3,No
Saturday,2016/4/9,13:21:00,2016/4/9 13:21,Dinant,1,No
Saturday,2016/4/9,15:06:00,2016/4/9 15:06,Ottignies,3,No
Saturday,2016/4/9,16:06:00,2016/4/9 16:06,Ottignies,1,No
Saturday,2016/4/9,18:27:00,2016/4/9 18:27,Brussel-Zuid / Bruxelles-Midi,1,No
